Unnamed: 0,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
2066,"TP-Link Archer C80 AC1900 Dual Band Wireless, Wi-Fi Speed Up to 1300 Mbps/5 GHz + 600 Mbps/2.4 GHz, Full Gigabit, High-Per...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71GR+CUwmyL._AC_UL320_.jpg,https://www.amazon.in/TP-Link-C80-Wireless-Gigabit-High-Performance/dp/B0859MHXXB/ref=sr_1_2069?qid=1679133782&s=electronics&sr=1-2069,4.3,70135.0,3199.0,5999.0
781,boAt Bassheads 220 Wired Earphones with Inline Mic(Frosty White),"tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/614SoGgLc2L._AC_UL320_.jpg,https://www.amazon.in/boAt-Bassheads-220-Earphones-Inline/dp/B0BQYGC9H3/ref=sr_1_788?qid=1679128725&s=electronics&sr=1-788,4.1,276491.0,399.0,999.0
2364,Pramadda Pure Luxury GLOSS Leather mens sling bag small size for travel | crossbody chest bags for women | side bag for me...,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/91EDX1fJh3L._AC_UL320_.jpg,https://www.amazon.in/Pramadda-Pure-Luxury-crossbody-passport/dp/B097LKF3S4/ref=sr_1_2369?qid=1679143967&s=luggage&sr=1-2369,4.0,517.0,425.0,1499.0
573,Yamaha Audio Sr-B20A Sound Bar with Built-in Subwoofers and Bluetooth,"tv, audio & cameras",Speakers,https://m.media-amazon.com/images/I/71qlmeTZgrL._AC_UL320_.jpg,https://www.amazon.in/YAMAHA-SR-B20A-Built-Subwoofers-Bluetooth/dp/B08F14WY7L/ref=sr_1_580?qid=1679129326&s=electronics&sr=1-580,4.3,1840.0,15990.0,21990.0
1144,"boAt Rockerz 330 Pro in-Ear Bluetooth Neckband with 60HRS Playtime, ASAP Charge, ENx Tech, Signature Sound, BT v5.2, Dua...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51Mj5+gi54L._AC_UL320_.jpg,https://www.amazon.in/boAt-Rockerz-330-Bluetooth-Earphones/dp/B09LHZWR7T/ref=sr_1_1147?qid=1679133719&s=electronics&sr=1-1147,4.1,114951.0,1599.0,2990.0
1268,"Amazon Basics Micro Usb Fast Charging Cable For Android Phones With Gold Plated Connectors (3 Feet, Black)",stores,Amazon Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/614H6oGzuPL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-Micro-Charging-Android-Phones/dp/B0711PVX6Z/ref=sr_1_8709?qid=1679212455&s=apparel&sr=1-8709,4.2,94904.0,199.0,500.0
795,"Infinity (JBL Glide 510, 72 Hrs Playtime with Quick Charge, Wireless On Ear Headphone with Mic, Deep Bass, Dual Equalizer,...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/716Il5U5F4L._AC_UL320_.jpg,https://www.amazon.in/Infinity-Glide-510-Headphone-Equalizer/dp/B0873L7J6X/ref=sr_1_799?qid=1679133699&s=electronics&sr=1-799,4.2,43224.0,1699.0,3999.0
24,"ZEBRONICS Sound Feast 50, 14 W Portable Speaker Supporting Bluetooth, Pendrive Slot, mSD Card, FM, Call Function (Black)","tv, audio & cameras",Speakers,https://m.media-amazon.com/images/I/816YiPaiKNL._AC_UL320_.jpg,https://www.amazon.in/Zebronics-50-Portable-Supporting-Bluetooth/dp/B08HD28LJ6/ref=sr_1_28?qid=1679129287&s=electronics&sr=1-28,3.9,4524.0,1299.0,2499.0
600,Fossil Chronograph Black Men Watch CH2885,stores,Men's Fashion,https://m.media-amazon.com/images/I/61lEGRZwG1L._AC_UL320_.jpg,https://www.amazon.in/Fossil-Decker-Chronograph-Black-Watch-CH2885/dp/B00EVZ83J0/ref=sr_1_609?qid=1679150718&s=apparel&sr=1-609,4.3,1422.0,5845.0,8995.0
5905,"Egate i9 Pro-Max Android 9.0, Projector for Home 4K I Full HD 1080p Native 420 ANSI 4500 Lumens LED, 4D Digital Keystone w...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61v6HC7onlL._AC_UL320_.jpg,https://www.amazon.in/Android-Support-Projector-Connectivity-E05i33/dp/B088ZHW2MJ/ref=sr_1_5908?qid=1679134022&s=electronics&sr=1-5908,3.9,10766.0,12990.0,15990.0
211,"boAt Airdopes 121 PRO True Wireless in Ear Earbuds Signature Sound, Quad Mic ENx, Beast Mode for Gaming, 40H Playtime, IW...","tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/51JIuiGkP9L._AC_UL320_.jpg,https://www.amazon.in/boAt-Airdopes-121-Signature-Indicator/dp/B09YRXBB3X/ref=sr_1_218?qid=1679128679&s=electronics&sr=1-218,3.8,188031.0,1499.0,2990.0
907,Jockey Men's Cotton Modern Trunks,men's clothing,Innerwear,https://m.media-amazon.com/images/I/91kejNZtTiL._AC_UL320_.jpg,https://www.amazon.in/Jockey-Cotton-8901326079911_FP03_X-Large_Black-Neon-Orange/dp/B00WFUO0PY/ref=sr_1_916?qid=1679142504&s=apparel&sr=1-916,3.9,687.0,298.0,299.0
4958,crocs Unisex Classic Lined Clogs and Mules,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81gRdkq8oNL._AC_UL320_.jpg,https://www.amazon.in/crocs-Unisex-Classic-Lined-Charcoal/dp/B01A6LUD18/ref=sr_1_5011?qid=1679148798&s=shoes&sr=1-5011,4.7,8499.0,,
3193,SanDisk 256GB Class 10 MicroSD Card with Adapter (SDSQUAR-256G-GN6MA),"tv, audio & cameras",Cameras,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71Oi92CyW2L._AC_UL320_.jpg,https://www.amazon.in/SanDisk-256GB-Class-MicroSD-SDSQUAR-256G-GN6MA/dp/B0758NHWS8/ref=sr_1_3197?qid=1679130107&s=electronics&sr=1-3197,4.3,589547.0,3324.0,7999.0
4960,Dynotrek Zipper 15.6 Inch Laptop Sleeve Case Cover with Charger Pouch Handle for Men Women Compatible Chromebook 15 Aspire...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/811RPYtg3oL._AC_UL320_.jpg,https://www.amazon.in/Dynotrek-Zipper-Laptop-Sleeve-Organizer/dp/B08L468DZW/ref=sr_1_4963?qid=1679133962&s=electronics&sr=1-4963,4.2,6358.0,449.0,1599.0
529,"GIZGA Essentials Portable Tabletop Tablet Stand Mobile Holder, Desktop Stand, Cradle, Dock for iPad, Smartphone, Kindle, ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61zODtv7sfL._AC_UL320_.jpg,https://www.amazon.in/Generic-Multi-Angle-tablets-Samsung-paperwhite-Phablets/dp/B017PDR9N0/ref=sr_1_532?qid=1679133682&s=electronics&sr=1-532,4.1,26037.0,139.0,499.0
9764,"FurArt Slim Minimalist Wallet, Front Pocket Wallets, RFID Blocking, Credit Card Holder with Disassembly D-Shackle",stores,Men's Fashion,https://m.media-amazon.com/images/I/918VvN-c5UL._AC_UL320_.jpg,https://www.amazon.in/FurArt-Minimalist-Blocking-Disassembly-D-Shackle/dp/B07TPM755L/ref=sr_1_9773?qid=1679151132&s=apparel&sr=1-9773,4.7,5635.0,,2834.0
14130,LOCK LACES for Boots (1 Pair) Premium Heavy Duty Elastic No Tie Boot Laces for Boots and Shoes,stores,Men's Fashion,https://m.media-amazon.com/images/I/71sNlEaLm4L._AC_UL320_.jpg,https://www.amazon.in/LOCK-LACES-Boots-Premium-Elastic/dp/B01AYIQSCQ/ref=sr_1_14139?qid=1679151369&s=apparel&sr=1-14139,4.5,10617.0,520.0,699.0
54,"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx Tech, Beast Mode(Low Latency Upto 60ms) for Gaming, with Mic, AS...","tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/51EAQs9-rvL._AC_UL320_.jpg,https://www.amazon.in/Airdopes-181-Bluetooth-Wireless-Playtime/dp/B09NYKZ7M8/ref=sr_1_58?qid=1679128669&s=electronics&sr=1-58,3.7,12877.0,1399.0,2990.0
989,The Man Company Beard Wash & Shampoo For Beard Softener with Almond And Thyme Essential Oils -100ml,stores,Amazon Fashion,https://m.media-amazon.com/images/I/51FeQHUk5CL._AC_UL320_.jpg,https://www.amazon.in/Man-Company-Beard-Mooch-Moustache/dp/B01J1KG0YE/ref=sr_1_5982?qid=1679212427&s=apparel&sr=1-5982,4.1,684.0,283.0,350.0
477,"Mamaearth Daily Moisturizing Lotion for Babies, 400ml & Deeply Nourishing wash for Babies (200 ml, 0-5 Yrs) Combo",toys & baby products,"Baby Bath, Skin & Grooming",https://m.media-amazon.com/images/I/41bYzQnWz3L._AC_UL320_.jpg,https://www.amazon.in/Mamaearth-Moisturizing-Lotion-Babies-Nourishing/dp/B081NJF3K9/ref=sr_1_3358?qid=1679219992&s=baby&sr=1-3358,4.3,12057.0,441.0,598.0
8520,"iLuv TB100 Rose Gold True Wireless Earbuds Cordless in-Ear Bluetooth 5.0 with Hands-Free Call Microphone, IPX6 Waterproof ...","tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/61CvEwTF9ZL._AC_UL320_.jpg,https://www.amazon.in/iLuv-Hands-Free-Microphone-Waterproof-High-Fidelity/dp/B082XGZ455/ref=sr_1_8524?qid=1679129219&s=electronics&sr=1-8524,4.3,34216.0,,4892.0
9650,Pride Professional Tee System Evolution Tee,stores,Men's Fashion,https://m.media-amazon.com/images/I/81FWi4A-j-L._AC_UL320_.jpg,https://www.amazon.in/Pride-Professional-System-Evolution-Count/dp/B00BIZPXUI/ref=sr_1_9655?qid=1679151127&s=apparel&sr=1-9655,4.8,4015.0,,750.0
2769,Centrino Men 5951-35,stores,Men's Fashion,https://m.media-amazon.com/images/I/71WgFYteXQL._AC_UL320_.jpg,https://www.amazon.in/Centrino-Brown-Thong-Sandals-5951-02/dp/B08DRSH4JF/ref=sr_1_2778?qid=1679150802&s=apparel&sr=1-2778,3.7,6180.0,699.0,2299.0
829,"Agaro Blaze USBA to Micro Nylon Braided 1.2M Cable, Grey","tv, audio & cameras",Home Entertainment Systems,https://m.media-amazon.com/images/I/51ZXk0NE6mL._AC_UL320_.jpg,https://www.amazon.in/AGARO-Charging-Braided-Android-1-2Meters/dp/B07PDL8HQT/ref=sr_1_836?qid=1679128170&s=electronics&sr=1-836,4.3,16085.0,139.0,395.0
108,"boAt Rockerz 330 in-Ear Bluetooth Neckband with Upto 30 Hours Playtime, ASAP Charge, Signature Sound, Dual Pairing & IPX5...","tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/51HWmUoZhWS._AC_UL320_.jpg,https://www.amazon.in/boAt-Rockerz-330-Bluetooth-Assistant/dp/B092YB1VS6/ref=sr_1_115?qid=1679128672&s=electronics&sr=1-115,4.1,114950.0,1199.0,3990.0
443,SanDisk SDCZ48-032G-UAM46 Ultra CZ48 32GB USB 3.0 Pen Drive (Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61TuPtmTScL._AC_UL320_.jpg,https://www.amazon.in/SanDisk-Ultra-CZ48-Drive-Black/dp/B00KYK2AKO/ref=sr_1_446?qid=1679133676&s=electronics&sr=1-446,4.3,57270.0,338.0,750.0
1703,"FEDUS Cat6 Ethernet Cable, 15 Meter High Speed 550MHZ / 10 Gigabit Speed UTP LAN Cable, Network Cable Internet Cable RJ45 ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81sGkqckhDL._AC_UL320_.jpg,https://www.amazon.in/FEDUS-ethernet-Internet-Computer-Category/dp/B08CSKH27R/ref=sr_1_1706?qid=1679133758&s=electronics&sr=1-1706,4.4,9050.0,199.0,4499.0
11264,Flyer Men's Leather belt (Formal/Casual) (Colour -Brown/Black) Buckle Adjustable Size Genuine Leather (B908) (Pack of 1),stores,Men's Fashion,https://m.media-amazon.com/images/I/817DcBLJwML._AC_UL320_.jpg,https://www.amazon.in/Flyer-Leather-Branded-Stylish-Adjustable/dp/B07R2CF875/ref=sr_1_11273_mod_primary_new?qid=1679151208&s=apparel&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-11273,3.9,7104.0,397.0,1299.0
11904,"MOMOL Tiny Initial Necklace, 18K Gold Plated Stainless Steel Initial Necklace Dainty Personalized Letter Necklace Minimali...",accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51JvGxiFLcL._AC_UL320_.jpg,https://www.amazon.in/MOMOL-Necklace-Stainless-Personalized-Minimalist/dp/B07SQ8GK8M/ref=sr_1_11957?qid=1679160357&s=jewelry&sr=1-11957,4.5,4194.0,399.0,699.0
266,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),appliances,All Appliances,https://m.media-amazon.com/images/I/61eudJ-tfCS._AC_UL320_.jpg,https://www.amazon.in/Dr-Trust-Electronic-Kitchen-Weighing/dp/B07BKSSDR2/ref=sr_1_267?qid=1679135601&s=appliances&sr=1-267,4.0,3773.0,899.0,1900.0
605,"Amazon Basics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71gEiWJNPeL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-Flexible-HDMI-Cable-3-Foot/dp/B07KSMBL2H/ref=sr_1_607?qid=1679133688&s=electronics&sr=1-607,4.4,437651.0,269.0,700.0
233,"Boult Audio X1 Buds True Wireless in Ear Earbuds with 24H Playtime, Quad Mic ENC, Made in India, Type-C Fast Charging, Env...","tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/61cdat79qTL._AC_UL320_.jpg,https://www.amazon.in/Boult-Audio-Bluetooth-Resistant-Assistant/dp/B09WJ6ZR75/ref=sr_1_240?qid=1679128681&s=electronics&sr=1-240,3.9,79328.0,1799.0,6999.0
64,"Bajaj DX-7 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61Y7QqqpsPL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-DX-1000-Watt-Dry-Iron/dp/B008YW8M0G/ref=sr_1_65?qid=1679135588&s=appliances&sr=1-65,4.2,47548.0,798.0,965.0
1681,Nokia 105 Single SIM (Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61U7UGBXoIL._AC_UL320_.jpg,https://www.amazon.in/Nokia-105-2019-Single-Black/dp/B07YYNX5X6/ref=sr_1_1684?qid=1679133758&s=electronics&sr=1-1684,4.1,57241.0,1460.0,1599.0
224,"ZAAP(USA) Three Port Turbo USB Aluminium Car Charger Premium 25W/5.1 Amp- 3 Port USB Car Charger,Golden",car & motorbike,Car Electronics,https://m.media-amazon.com/images/I/51nzc3Scp9L._AC_UL320_.jpg,https://www.amazon.in/ZAAP%C2%AE-Aluminium-Charger-Premium-Golden/dp/B01BLGVUBE/ref=sr_1_2817?qid=1679222107&s=electronics&sr=1-2817,4.1,323.0,999.0,2000.0
787,boAt Bassheads 225 in Ear Wired Earphones with Mic(Molten Orange),"tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/519UzRIcdGS._AC_UL320_.jpg,https://www.amazon.in/BassHeads-225-Headphones-Molten-Orange/dp/B07T2CZCMR/ref=sr_1_794?qid=1679128725&s=electronics&sr=1-794,4.1,276491.0,699.0,999.0
168,boAt Bassheads 242 in Ear Wired Earphones with Mic(Neon Green),"tv, audio & cameras",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/614P+3LGo+L._AC_UL320_.jpg,https://www.amazon.in/Bassheads-242-Wired-Earphones-Green/dp/B08GG6GQ5B/ref=sr_1_172?qid=1679128677&s=electronics&sr=1-172,4.1,164872.0,599.0,1490.0
4058,POPIO Tempered Glass Screen Protector Compatible for OnePlus 6T / OnePlus 7 with Edge to Edge Coverage and Easy Installati...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61AhUcJAxjL._AC_UL320_.jpg,https://www.amazon.in/POPIO-Tempered-6T-Coverage-installation/dp/B07KYWLDPC/ref=sr_1_4062?qid=1679133907&s=electronics&sr=1-4062,4.0,4040.0,299.0,599.0
3316,"boAt Airdopes 141 True Wireless in Ear Earbuds with mic, 42H Playtime & Stone 180 5W Bluetooth Speaker with Upto 10 Hours ...","tv, audio & cameras",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81SNkfaRanL._AC_UL320_.jpg,https://www.amazon.in/boAt-Airdopes-Wireless-Playtime-Bluetooth/dp/B0BNZZ4NQW/ref=sr_1_3320?qid=1679128892&s=electronics&sr=1-3320,3.9,172343.0,2238.0,6980.0
4699,"FLiX (Beetel Flow 03M USB Type A to Micro USB Braided Charge and data Sync Cable, upto 15W(3A) super fast charging, upto 4...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51zDCBl-l1L._AC_UL320_.jpg,https://www.amazon.in/FLiX-Braided-charging-480Mbps-XCD/dp/B0B4GD55CK/ref=sr_1_4702?qid=1679133946&s=electronics&sr=1-4702,4.0,10079.0,79.58,299.0
3661,Usha EI 1602 1000-Watt Lightweight Dry Iron (Multi-Colour) + Usha Mist Air ICY 400mm Pedestal Fan (White),appliances,Heating & Cooling Appliances,https://m.media-amazon.com/images/I/41wVqNtQpZL._AC_UL320_.jpg,https://www.amazon.in/1000-Watt-Lightweight-Multi-Colour-400mm-Pedestal/dp/B08S4SYBGJ/ref=sr_1_3668?qid=1679135247&s=kitchen&sr=1-3668,4.1,37716.0,3548.0,4975.0
142,boAt Airdopes 441 Bluetooth Truly Wireless in Ear Earbuds with Mic with Up to 35H Total Playback Iwp Technology Immersive ...,"tv, audio & cameras",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51NYm-jsIZL._AC_UL320_.jpg,https://www.amazon.in/boAt-Airdopes-441-Technology-Capacitive/dp/B09TRSXSWH/ref=sr_1_149?qid=1679128674&s=electronics&sr=1-149,4.0,148271.0,1299.0,5999.0
2371,"VINAYAK CRAFTERS Marble Roti Maker/Chakla/Rolling Board (9 in, Green Chakla 9 Inch)",appliances,Kitchen & Home Appliances,https://m.media-amazon.com/images/I/61fjyH6YxeL._AC_UL320_.jpg,https://www.amazon.in/VINAYAK-CRAFTERS-Marble-Chakla-Rolling/dp/B09PKB8JCC/ref=sr_1_2378?qid=1679134609&s=kitchen&sr=1-2378,4.4,2846.0,469.0,699.0
194,boAt Airdopes 441 Bluetooth Truly Wireless in Ear Earbuds with Mic with Up to 30H Total Playback Iwp Technology Immersive ...,"tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/51lIELG2xlL._AC_UL320_.jpg,https://www.amazon.in/boAt-Airdopes-441-Technology-Capacitive/dp/B09TRTY6Z6/ref=sr_1_198?qid=1679128679&s=electronics&sr=1-198,4.0,148271.0,1299.0,5999.0
3600,Fabme Women's Seamless Padded Non Wired Bra,women's clothing,Clothing,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41gZZmqArhL._AC_UL320_.jpg,https://www.amazon.in/Fabme-Womens-Seamless-Padded-BR0233_Black_36B/dp/B07G5ZT73D/ref=sr_1_3605?qid=1679152873&s=apparel&sr=1-3605,4.0,830.0,299.0,699.0
536,wipro Ns9400 9-Watt B22D Wifi Smart Led Bulb With Music Sync Compatible With Amazon Alexa And Google Assistant ( Warm Whit...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71LIfhSpAYS._AC_UL320_.jpg,https://www.amazon.in/wipro-NS9400-Compatible-Assistant-Standard/dp/B095SWYF6M/ref=sr_1_539?qid=1679133682&s=electronics&sr=1-539,4.1,117200.0,616.96,2099.0
277,"Luvlap Anti-Colic Essential Teat/Nipple for Slim Neck Bottle, 4pcs, Fast Flow, 6m+",toys & baby products,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/811bYXjgEUL._AC_UL320_.jpg,https://www.amazon.in/LuvLap-Anti-Colic-Essential-Nipple-Bottle/dp/B08FSDLCNL/ref=sr_1_2270?qid=1679219610&s=baby&sr=1-2270,4.2,3195.0,,150.0
6425,Spigen Liquid Air Back Cover Case for iPhone 12 and iPhone 12 Pro (TPU | Matte Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/610F-eghHfL._AC_UL320_.jpg,https://www.amazon.in/Spigen-Liquid-Cover-Designed-iPhone/dp/B08BGCRLCD/ref=sr_1_6427?qid=1679134051&s=electronics&sr=1-6427,4.6,16991.0,1299.0,1699.0
5050,"Logitech H390 Wired On Ear Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, In-Line Contr...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61CqYq+xwNL._AC_UL320_.jpg,https://www.amazon.in/Logitech-H390-USB-Headset-Black/dp/B000UXZQ42/ref=sr_1_5053?qid=1679133967&s=electronics&sr=1-5053,4.1,46635.0,3995.0,4695.0
68,"Nerf Elite 2.0 Shockwave RD-15 Toy Blaster, Official Nerf 30 Darts, Nerf 15-Dart Rotating Drum, Pump-Action, Toys for Kid...",toys & baby products,Toys & Games,https://m.media-amazon.com/images/I/81mEHSkhnnL._AC_UL320_.jpg,https://www.amazon.in/Shockwave-Blaster-15-Dart-Rotating-Pump-Action/dp/B083QZLXZG/ref=sr_1_645?qid=1679219432&s=toys&sr=1-645,4.3,6595.0,,2699.0
12193,PAGWIN Cute Style Female Student Oxford Waterproof Anti Thief School Bags Backpack Girls Daily Backpack Sling Bag (PG-011...,accessories,Bags & Luggage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71cgawPkKmL._AC_UL320_.jpg,https://www.amazon.in/PAGWIN-Student-Waterproof-Backpack-PG-0117/dp/B085389J5S/ref=sr_1_12198?qid=1679144300&s=luggage&sr=1-12198,3.7,2865.0,499.0,999.0
5060,Semi Rimless Polarized Sunglasses for Mens Clubmaster Sunglasses Womens:UV400 Protection,stores,Men's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61WePlfIX6L._AC_UL320_.jpg,https://www.amazon.in/Rimless-Polarized-Sunglasses-Clubmaster-Womens/dp/B07J2PRHQ5/ref=sr_1_5069?qid=1679150899&s=apparel&sr=1-5069,4.5,1063.0,399.0,1499.0
44,"pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless, Stereo Audio, Touch Control TWS, with...","tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/51phrq2UojL._AC_UL320_.jpg,https://www.amazon.in/Bassbuds-Duo-Headphones-Water-Resistant-Assistance/dp/B09DD7N79Q/ref=sr_1_51?qid=1679128667&s=electronics&sr=1-51,3.5,166394.0,799.0,2599.0
2897,"Kinivo Premium 4K HDMI Switch/Splitter HDMI Switcher - Supports 4K @ 60Hz, 3D, Full HD and Ultra HD","tv, audio & cameras",Home Entertainment Systems,https://m.media-amazon.com/images/I/61BVyF-wzCL._AC_UL320_.jpg,https://www.amazon.in/Kinivo-550BN-5-Port-Switch-Remote/dp/B07CRWBPN4/ref=sr_1_2904?qid=1679128286&s=electronics&sr=1-2904,4.1,20789.0,,4999.0
18380,Clovia Women's Cotton Rich Non-Padded Non-Wired T-Shirt Bra,women's clothing,Clothing,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71rGqVKDs1L._AC_UL320_.jpg,https://www.amazon.in/Clovia-Non-Padded-Non-Wired-T-Shirt-BR0771P04_Red_34B/dp/B01N0X5GFD/ref=sr_1_18437?qid=1679153406&s=apparel&sr=1-18437,4.0,39.0,259.0,599.0
149,"Syvo S-3520A (60-Inch) (152.4cm) Aluminium Tripod, Universal Lightweight Tripod with Carry Bag for All Smart Phones, Gopr...","tv, audio & cameras",Cameras,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/610sdJtP7EL._AC_UL320_.jpg,https://www.amazon.in/S-3520A-60-Inch-Aluminium-Universal-Lightweight/dp/B099FBNCSJ/ref=sr_1_153?qid=1679129926&s=electronics&sr=1-153,4.3,28644.0,1199.0,4999.0
2643,"boAt Airdopes 441 Pro Bluetooth Truly Wireless in Ear Earbuds with mic, Upto 150 Hours Playback, Signature Sound, IPX7, BT...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51U-1ZlVFDL._AC_UL320_.jpg,https://www.amazon.in/Airdopes-441-Pro-Technology-Resistance/dp/B08CVSGR81/ref=sr_1_2646?qid=1679133820&s=electronics&sr=1-2646,4.0,148271.0,2999.0,6990.0
6638,boAt Airdopes 121 PRO True Wireless in Ear Earbuds Signature Sound(Royal Blue) & Xtend/Xtend RTL Smartwatch with Alexa Bui...,"tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/51e1+cWPkLL._AC_UL320_.jpg,https://www.amazon.in/boAt-Airdopes-Wireless-Signature-Smartwatch/dp/B0BR5JP82H/ref=sr_1_6645?qid=1679129091&s=electronics&sr=1-6645,3.8,188031.0,4597.0,17970.0
7589,"ESR Magnetic Case for iPad Air 5th Generation Case (2022), iPad Air 4th Generation (2020), iPad Pro 11 (2018), Magnetic At...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/618EvLoAhdL._AC_UL320_.jpg,https://www.amazon.in/ESR-Attachment-Rubberized-iPad-Pro/dp/B07HQCDYTK/ref=sr_1_7593?qid=1679134120&s=electronics&sr=1-7593,4.5,19274.0,1899.0,3599.0
6343,WONDERCHEF Regalia French Press Coffee Maker | Brews in just 3 minutes | 600ml | With heat-resistant German Borosilicate G...,appliances,All Appliances,https://m.media-amazon.com/images/I/514spv5V8DL._AC_UL320_.jpg,https://www.amazon.in/WONDERCHEF-Regalia-heat-resistant-Borosilicate-Warranty/dp/B0B7XGGY1R/ref=sr_1_6368?qid=1679135951&s=appliances&sr=1-6368,4.1,738.0,1284.0,2100.0
128,boAt Bassheads 220 Wired in Ear Earphones(Indi Blue),"tv, audio & cameras",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51JM8TpHVSL._AC_UL320_.jpg,https://www.amazon.in/boAt-Bassheads-220-Wired-Earphones/dp/B0BRXVWN8Q/ref=sr_1_132?qid=1679128674&s=electronics&sr=1-132,4.1,276491.0,399.0,999.0
2130,"Noise ColorFit Pulse Smartwatch with 1.4"" Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Teal ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61ju0Nt8bhL._AC_UL320_.jpg,https://www.amazon.in/Noise-ColorFit-Smartwatch-Display-Monitors/dp/B097R34WKJ/ref=sr_1_2133?qid=1679133785&s=electronics&sr=1-2133,4.0,99693.0,1901.0,4999.0
2219,Sonos Sub (Gen 3) Wireless Subwoofer (White),"tv, audio & cameras",Speakers,https://m.media-amazon.com/images/I/61lvobpm9nL._AC_UL320_.jpg,https://www.amazon.in/Sonos-Sub-Gen-Wireless-Subwoofer/dp/B087CD43H8/ref=sr_1_2223?qid=1679129433&s=electronics&sr=1-2223,4.8,1874.0,,84999.0
115,Bourge Mens Loire-z186 Running Shoes,stores,Sportswear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81S6c3XnTfL._AC_UL320_.jpg,https://www.amazon.in/Bourge-Loire-121-Running-Shoes-6-Loire-121-06/dp/B07RTLH7M2/ref=sr_1_116?qid=1679149328&s=apparel&sr=1-116,3.8,2021.0,299.0,1499.0
